"","caseid","startmonth","startday","startyear","endmonth","endday","endyear","ongoingasofmonth","ongoingasofday","ongoingasofyear","sender1","sender2","sender3","sender4","sender5","primarysender","targetstate","institution","institutionid","targetinstitution","otherinstitution","issue1","issue2","issue3","otherissue","threat","threatid1","threatid2","threatid3","sanctiontypethreat","othersanctiontypethreatened","bspecif","scommit","threatenedtargetinterest","dsanctions","carrots","anticipatedtargetcosts","anticipatedtargetcostsfigureifav","tcurrency","tyearofestimate","anticipatedsendercosts","scurrency","syearofestimate","imposition","sancimpositionstartmonth","sancimpositionstartday","sancimpositionstartyear","sanctionidentity","sanctiontype","othersanctiontype","implementationofdiplomaticsancti","carrotsduringsanction","carrotvalue","carrotcurrency","carrotyear","targetcosts","targeteconomiccostsfigure","targeteconomiccostscurrency","targeteconomiccostsyear","sendercosts","sendereconomiccostsfigure","sendereconomiccostscurrency","sendereconomiccostsyear","finaloutcome","settlementnaturesender","settlementnaturetarget","anticipatedtargetcosts_z","targetcosts_z","sendereconomiccostsfigure_z","Severity","senders_combined"
"394",1980090201,9,2,1980,NA,NA,NA,NA,NA,NA,"German Federal Republic","France","United Kingdom","Italy","Belgium",NA,"United States of America",1,"1653",0,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,"2","1980","6","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"German Federal Republic,France,United Kingdom,Italy,Belgium"
"395",1980091801,9,18,1980,1,23,1981,NA,NA,NA,"Japan",NA,NA,NA,NA,740,"South Korea",0,NA,NA,NA,8,NA,NA,NA,1,4,5,NA,"8",NA,2,2,"1",NA,NA,2,"87900000","Japanese Yen",1980,1,"Japanese Yen",1980,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,3,1.51714622188741,NA,NA,1.51714622188741,"Japan"
"396",1980121201,12,12,1980,5,17,1982,NA,NA,NA,"United States of America","United Kingdom","France","Italy","Belgium",2,"Russia",1,"3700 1653",0,NA,1,2,8,NA,1,8,4,5,"8 2 1 4 5 10",NA,2,3,"2 1",NA,3,3,NA,NA,NA,2,NA,NA,1,12,"12","1980","4 5 6","9 4 3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,6,5,5,3.52602493658318,-0.440056398317161,NA,1.54298426913301,"United States of America,United Kingdom,France,Italy,Belgium"
"397",1980121202,12,12,1980,12,NA,1984,NA,NA,NA,"United States of America","United Kingdom","Germany","France","Belgium",2,"Poland",1,"3700 1653",0,NA,8,3,4,NA,1,5,4,8,"8 5 1 10",NA,2,3,"2 1",NA,1,2,NA,NA,NA,1,NA,NA,1,12,"12","1980","4 5","7 2 9",NA,NA,"3 1",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,6,7,3,1.51714622188741,-0.440056398317161,NA,0.538544911785124,"United States of America,United Kingdom,Germany,France,Belgium"
"398",1981012301,1,23,1981,10,28,1981,NA,NA,NA,"Libya",NA,NA,NA,NA,620,"France",0,NA,NA,NA,2,NA,NA,NA,1,5,NA,NA,"2",NA,1,3,"1",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,-0.491732492808361,NA,NA,-0.491732492808361,"Libya"
"399",1981012901,1,29,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Israel",1,"3450 3850",0,NA,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"29","1981","6","1",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,""
"400",1981029901,2,NA,1981,NA,NA,NA,NA,NA,NA,"German Federal Republic","France","United Kingdom","Italy","Belgium",NA,"United States of America",1,"1653",0,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,"1981","6","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"German Federal Republic,France,United Kingdom,Italy,Belgium"
"401",1981040101,4,1,1981,2,27,1990,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Nicaragua",0,NA,NA,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,4,"1","1981","4 1","1 7",NA,NA,NA,NA,NA,NA,3,"168500000","USD",1985,1,168500000,"USD",1985,10,9,1,NA,3.52799501050844,-0.0967940417919953,1.71560048435822,"United States of America"
"402",1981061001,6,10,1981,7,20,1981,NA,NA,NA,"Kuwait","Iraq",NA,NA,NA,690,"United States of America",1,"3450",0,NA,9,NA,NA,NA,1,2,6,NA,"5",NA,2,2,"1",NA,NA,2,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,4,1.51714622188741,NA,NA,1.51714622188741,"Kuwait,Iraq"
"403",1981061101,6,11,1981,8,18,1981,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Israel",0,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"11","1981","4","4",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"United States of America"
"404",1981062101,6,21,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",1,"1653",0,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"21","1981","6","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,""
"405",1981062501,6,25,1981,11,NA,1981,NA,NA,NA,"Sudan",NA,NA,NA,NA,625,"Libya",0,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"25","1981","5","8",NA,3,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,6,4,NA,-0.440056398317161,NA,-0.440056398317161,"Sudan"
"406",1981072001,7,20,1981,NA,NA,NA,NA,NA,NA,"Lebanon",NA,NA,NA,NA,660,"Israel",1,"4400",1,NA,2,NA,NA,NA,1,1,NA,NA,"1",NA,2,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"Lebanon"
"407",1981072601,7,26,1981,9,23,1981,NA,NA,NA,"Nigeria",NA,NA,NA,NA,475,"United States of America",0,NA,NA,NA,7,NA,NA,NA,1,4,NA,NA,"3",NA,1,2,"1",NA,NA,2,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,1.51714622188741,NA,NA,1.51714622188741,"Nigeria"
"408",1981081001,8,10,1981,3,5,1982,NA,NA,NA,"France",NA,NA,NA,NA,220,"Italy",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,"10","1981","5","3",NA,NA,"3",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,2,8,NA,-0.440056398317161,NA,-0.440056398317161,"France"
"409",1981121601,12,16,1981,1,20,1982,NA,NA,NA,"Saudi Arabia","Syria","Russia",NA,NA,652,"Israel",1,"4400",1,NA,5,2,NA,NA,1,1,NA,NA,"1",NA,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,NA,NA,NA,NA,"Saudi Arabia,Syria,Russia"
"410",1981121801,12,18,1981,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Israel",0,NA,NA,NA,5,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,"18","1981","5","3",NA,NA,"0",NA,NA,NA,1,"200000000","USD",1981,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"United States of America"
"411",1981129901,12,NA,1981,4,29,1986,NA,NA,NA,"German Federal Republic","France","United Kingdom",NA,NA,220,"Turkey",1,"1653",0,NA,13,8,NA,NA,1,8,3,1,"10 4",NA,2,2,"2 3",NA,NA,1,NA,NA,NA,1,NA,NA,1,12,NA,"1981","6","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10,5,5,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"German Federal Republic,France,United Kingdom"
"412",1981999901,NA,NA,1981,3,NA,1981,NA,NA,NA,"German Federal Republic",NA,NA,NA,NA,260,NA,0,NA,NA,NA,13,NA,NA,"EEC",1,6,NA,NA,"4",NA,2,3,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,2,NA,NA,NA,NA,"German Federal Republic"
"413",1981999902,NA,NA,1981,NA,NA,1981,NA,NA,NA,"Iraq",NA,NA,NA,NA,645,"Israel",1,"2370",1,NA,15,NA,NA,"Allow inspection of nuclear facilities",1,6,NA,NA,"1",NA,2,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-9,-9,-0.491732492808361,NA,NA,-0.491732492808361,"Iraq"
"414",1982011001,1,10,1982,NA,NA,NA,NA,NA,NA,"Russia",NA,NA,NA,NA,365,NA,0,NA,NA,NA,1,NA,NA,"EEC",1,4,NA,NA,"1",NA,2,2,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,NA,NA,NA,NA,"Russia"
"415",1982012001,1,20,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Russia",1,"1653",0,NA,13,NA,NA,"Soviet Union",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"20","1982","6","3",NA,NA,"0",NA,NA,NA,1,"15000000","USD",1982,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,""
"416",1982013001,1,30,1982,2,13,1982,NA,NA,NA,"Syria",NA,NA,NA,NA,652,"United States of America",1,"3450",0,NA,7,NA,NA,NA,1,2,4,NA,"4",NA,2,2,"1",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-9,-9,-0.491732492808361,NA,NA,-0.491732492808361,"Syria"
"417",1982021401,2,14,1982,10,18,1983,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Canada",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,2,"14","1982","4","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"418",1982021501,2,15,1982,8,NA,1982,NA,NA,NA,"Taiwan",NA,NA,NA,NA,713,"Japan",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"15","1982","5",NA,NA,NA,"0",NA,NA,NA,1,"100000000","USD",1982,1,NA,NA,NA,10,8,2,NA,-0.440056398317161,NA,-0.440056398317161,"Taiwan"
"419",1982031101,3,11,1982,3,9,1984,NA,NA,NA,"German Federal Republic","Italy","France","United Kingdom","Belgium",260,"Canada",1,"1653",0,NA,12,NA,NA,NA,1,8,6,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,3,"11","1982","6","3",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,7,8,2,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"German Federal Republic,Italy,France,United Kingdom,Belgium"
"420",1982040301,4,3,1982,8,3,1989,NA,NA,NA,"United Kingdom","Germany","United States of America","Japan","Australia",200,"Argentina",1,"1653",0,NA,5,2,13,NA,1,1,4,6,"1 5 4",NA,2,2,"1 5",NA,NA,2,NA,NA,NA,NA,NA,NA,1,4,"3","1982","4 5 6","4 3 6",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,7,7,3,1.51714622188741,-0.440056398317161,NA,0.538544911785124,"United Kingdom,Germany,United States of America,Japan,Australia"
"421",1982040601,4,6,1982,6,6,1986,NA,NA,NA,"Turkey",NA,NA,NA,NA,640,NA,0,NA,NA,NA,13,NA,NA,NA,1,4,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,4,"6","1982","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,5,5,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Turkey"
"422",1982041601,4,16,1982,NA,NA,NA,NA,NA,NA,"German Federal Republic","France","United Kingdom","Italy","Belgium",NA,"Romania",1,"1653",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,NA,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,12,"21","1983","6","3",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"German Federal Republic,France,United Kingdom,Italy,Belgium"
"423",1982041602,4,16,1982,NA,NA,NA,NA,NA,NA,"German Federal Republic","France","United Kingdom","Italy","Belgium",NA,"German Democratic Republic",1,"1653",0,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"16","1982","6","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"German Federal Republic,France,United Kingdom,Italy,Belgium"
"424",1982049901,4,NA,1982,8,3,1989,NA,NA,NA,"Argentina",NA,NA,NA,NA,160,"United Kingdom",0,NA,NA,NA,5,13,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,"1982","5","6 3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,3,7,NA,-0.440056398317161,NA,-0.440056398317161,"Argentina"
"425",1982061101,6,11,1982,10,21,1982,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,NA,0,NA,NA,NA,13,NA,NA,"EEC",1,1,4,NA,"4",NA,2,3,"3",NA,NA,2,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,1,1.51714622188741,NA,NA,1.51714622188741,"United States of America"
"426",1982061102,6,11,1982,6,22,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",1,"1653",0,NA,13,NA,NA,NA,1,7,NA,NA,"1",NA,2,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-9,-9,NA,NA,NA,NA,""
"427",1982061103,6,11,1982,6,22,1983,NA,NA,NA,"German Federal Republic","France","United Kingdom",NA,NA,220,"Israel",1,"1653",0,NA,2,NA,NA,NA,1,4,8,NA,"10",NA,2,2,"1",NA,NA,1,NA,NA,NA,1,NA,NA,1,6,"11","1982","4 6","9",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10,6,6,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"German Federal Republic,France,United Kingdom"
"428",1982061801,6,18,1982,NA,NA,NA,NA,NA,NA,"Saudi Arabia","Iran",NA,NA,NA,670,"United States of America",1,"3850",0,NA,7,NA,NA,"Compel restraint of Israel",1,4,NA,NA,"5",NA,2,2,"1",NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Saudi Arabia,Iran"
"429",1982061802,6,18,1982,5,6,1983,NA,NA,NA,"Saudi Arabia",NA,NA,NA,NA,670,"United States of America",0,NA,NA,NA,15,NA,NA,"Compel US to pressure Israel to leave Lebanon",1,4,NA,NA,"1",NA,2,2,"1",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,-0.491732492808361,NA,NA,-0.491732492808361,"Saudi Arabia"
"430",1982061803,6,18,1982,11,13,1982,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"France",0,NA,NA,NA,7,NA,NA,"Refusal to join sanctions against the USSR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"18","1982","4","9",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,2,8,NA,-0.440056398317161,NA,-0.440056398317161,"United States of America"
"431",1982061804,6,18,1982,11,13,1982,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"United Kingdom",0,NA,NA,NA,7,NA,NA,"Refusal to join sanctions against the USSR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"18","1982","4","9",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,2,8,NA,-0.440056398317161,NA,-0.440056398317161,"United States of America"
"432",1982061805,6,18,1982,11,13,1982,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Italy",0,NA,NA,NA,7,NA,NA,"Refusal to join sanctions against the USSR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"18","1982","4","9",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,2,8,NA,-0.440056398317161,NA,-0.440056398317161,"United States of America"
"433",1982061806,6,18,1982,11,13,1982,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"German Federal Republic",0,NA,NA,NA,7,NA,NA,"Refusal to join sanctions against the USSR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"18","1982","4","9",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,2,8,NA,-0.440056398317161,NA,-0.440056398317161,"United States of America"
"434",1982062301,6,23,1982,5,20,1983,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Israel",1,"4400",1,NA,2,NA,NA,NA,1,2,5,6,"1 5 8",NA,2,3,"1 5",NA,NA,1,NA,NA,NA,1,NA,NA,1,7,"16","1982","4","4",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10,5,5,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"435",1982080501,8,5,1982,12,13,1982,NA,NA,NA,"German Federal Republic","France","United Kingdom","Italy","Belgium",NA,"South Korea",1,"1653",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,3,-0.491732492808361,NA,NA,-0.491732492808361,"German Federal Republic,France,United Kingdom,Italy,Belgium"
"436",1982080504,8,5,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taiwan",1,"1653",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,""
"437",1982080505,8,5,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India",1,"1653",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,""
"438",1982080506,8,5,1982,11,NA,1982,NA,NA,NA,"German Federal Republic","France","United Kingdom","Italy","Belgium",NA,"Singapore",1,"1653",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,2,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,3,-0.491732492808361,NA,NA,-0.491732492808361,"German Federal Republic,France,United Kingdom,Italy,Belgium"
"439",1982080507,8,5,1982,11,NA,1982,NA,NA,NA,"German Federal Republic","France","United Kingdom","Italy","Belgium",NA,"Malaysia",1,"1653",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,2,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,3,-0.491732492808361,NA,NA,-0.491732492808361,"German Federal Republic,France,United Kingdom,Italy,Belgium"
"440",1982080508,8,5,1982,11,NA,1982,NA,NA,NA,"German Federal Republic","France","United Kingdom","Italy","Belgium",NA,"Philippines",1,"1653",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,2,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,3,-0.491732492808361,NA,NA,-0.491732492808361,"German Federal Republic,France,United Kingdom,Italy,Belgium"
"441",1982080509,8,5,1982,11,NA,1982,NA,NA,NA,"German Federal Republic","France","United Kingdom","Italy","Belgium",NA,"Indonesia",1,"1653",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,2,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"German Federal Republic,France,United Kingdom,Italy,Belgium"
"442",1982080510,8,5,1982,11,NA,1982,NA,NA,NA,"German Federal Republic","France","United Kingdom","Italy","Belgium",NA,"Brazil",1,"1653",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,3,-0.491732492808361,NA,NA,-0.491732492808361,"German Federal Republic,France,United Kingdom,Italy,Belgium"
"443",1982080511,8,5,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colombia",1,"1653",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,""
"444",1982080512,8,5,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yugoslavia",1,"1653",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,""
"445",1982080513,8,5,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Egypt",1,"1653",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,""
"446",1982080514,8,5,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina",1,"1653",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,8,"5","1982","6","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,""
"447",1982081201,8,12,1982,12,20,1984,NA,NA,NA,"German Federal Republic","France","United Kingdom","Italy","Belgium",NA,"Spain",1,"1653",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,1,1,"3",NA,NA,NA,NA,NA,NA,1,NA,NA,1,8,"12","1982","6","3",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7,9,1,NA,NA,NA,NA,"German Federal Republic,France,United Kingdom,Italy,Belgium"
"448",1982089901,8,NA,1982,NA,NA,NA,NA,NA,NA,"Malta",NA,NA,NA,NA,338,"Denmark",0,NA,NA,NA,13,NA,NA,NA,1,4,NA,NA,"1",NA,1,1,"3",NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"Malta"
"449",1982089902,8,NA,1982,NA,NA,NA,NA,NA,NA,"Malta",NA,NA,NA,NA,338,"France",0,NA,NA,NA,13,NA,NA,NA,1,4,NA,NA,"1",NA,1,1,"3",NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"Malta"
"450",1982089903,8,NA,1982,NA,NA,NA,NA,NA,NA,"Malta",NA,NA,NA,NA,338,"Italy",0,NA,NA,NA,13,NA,NA,NA,1,4,NA,NA,"1",NA,1,1,"3",NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"Malta"
